,_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,ED_PRXECE,ED_PRXHQECE,ED_ECENROL,ED_READING,ED_MATH,ED_HSGRAD,ED_APENR,ED_COLLEGE,ED_SCHPOV,ED_TEACHXP,ED_ATTAIN,HE_FOOD,HE_GREEN,HE_WALK,HE_VACANCY,HE_SUPRFND,HE_RSEI,HE_PM25,HE_OZONE,HE_HEAT,HE_HLTHINS,SE_EMPRAT,SE_JOBPROX,SE_POVRATE,SE_PUBLIC,SE_HOME,SE_OCC,SE_MHE,SE_SINGLE,ctfips,latitude,longitude
11,123410,48085030302,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1228,3.5886187999999994,-13.815510999999999,62.3,250.81638999999998,274.56683,96.39915500000001,0.6501866926701514,41.9683803423408,4.8061738,12.150953999999999,59.73709869,1.4432506382972,9.3,6.745165228843689,5.9338522000000005,-13.815510999999999,5.448216400000001,10.28802164383562,41.36559753424655,107.33333999999999,97.4005661,74.86412811,12.17741966,4.49796867,1.15183246,98.42932129,67.89543915,178942.0,7.62986994,48085030302,33.24045,-96.75005
12,123411,48085030303,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1815,3.1050522000000003,-13.815510999999999,82.8,226.00938,259.38684,95.19799,0.7358714598549438,43.9720670033785,14.539297,39.912853000000005,48.46669006,0.0,21.8,6.359617233276367,1.58931983,-13.815510999999999,6.7215772,9.856407980821922,42.791153852054784,123.66666000000001,95.22147369,72.96539307000002,9.24317646,8.63759708,2.97157621,73.51421356,56.00211716,117725.0,7.93450832,48085030303,33.237809999999996,-96.77913000000001
13,123412,48085030303,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,2493,3.7919017999999998,-13.815510999999999,70.40000000000002,255.31325,274.43951,97.607353,0.6421004354622863,42.6679207270848,5.935794400000001,12.43874,60.84033966,1.4900936261676,21.8,6.359617233276367,8.6079073,-13.815510999999999,5.2861465999999995,10.29638054794521,41.44280164383564,107.33333999999999,97.54931641,82.66970825,11.53054237,1.10986233,1.0953902,77.81834412000002,57.837677,138750.0,11.55234623,48085030303,33.237809999999996,-96.77913000000001
14,123413,48085030304,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1103,2.6074517000000004,-13.815510999999999,48.8,225.69121,260.09744,95.16127,0.7355404588066456,44.2579344909051,14.083529,37.551147,38.51691818,0.0,9.7,8.666999578475952,7.42138386,-13.815510999999999,6.583457000000001,9.84113324931506,42.8733665452055,123.66666000000001,74.1020813,79.23452759,9.74695396,18.8309288,3.2608695,76.2228241,56.832798,91909.0,37.61996078,48085030304,33.24211,-96.81363
15,123414,48085030304,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1871,3.4548626000000002,-13.815510999999999,27.9,261.77313,277.26437000000004,97.98584,0.6365157937624525,43.2502848596866,6.4755058,12.005289999999999,50.9146347,1.7028582213721002,9.7,8.666999578475952,0.0,-13.815510999999999,5.1997032,10.29512109589041,41.55320849315073,107.33333999999999,90.91098022,74.90331268,12.70161247,8.03048134,3.61204004,87.82608795,49.89125824,113750.0,17.11065674,48085030304,33.24211,-96.81363
16,123415,48085030305,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,2397,1.9626997,-13.815510999999999,95.1,207.67276,234.56575,84.689842,0.5265505988931615,44.8343345285736,32.528038,8.1354427,36.38824463,3.1026427000000005,1.6,6.162328183650971,4.22680426,-13.815510999999999,7.1062489,9.648068641095891,43.12192327671232,122.66666000000001,79.43899536000002,84.63035583,13.59854317,8.26292229,3.81058073,81.16906738,44.62650681,103352.0,19.40789604,48085030305,33.32224,-96.75761999999999
17,123416,48085030305,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,3349,2.6021957000000002,-13.815510999999999,38.0,237.87381000000002,262.23599,96.23715200000001,0.5422599078506637,43.523845550219605,25.749407,4.6829858,42.72597885,0.9861310562919999,1.6,6.162328183650971,7.21847916,-13.815510999999999,5.6885605,10.104438082191779,41.70723232876715,107.66666000000001,90.91082764,83.51670837,10.015003199999999,6.56711388,2.87863064,82.80601501,51.87789917,105818.0,12.64301968,48085030305,33.32224,-96.75761999999999
18,123417,48085030403,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1363,4.076982,0.07087439999999999,54.9,214.5538,238.17101,96.098015,0.6671048519502162,41.872015754676,23.279493,10.058297999999999,46.75870132,2.9277714,33.3,7.292265772819519,4.76460552,-13.815510999999999,6.652837299999999,10.05173875890412,42.397754421917796,124.0,89.89631652999998,87.01693726000002,10.36269474,5.58580351,2.56104827,87.25431824,46.73315048,92009.0,13.99176979,48085030403,33.162440000000004,-96.81201999999999
19,123418,48085030403,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1679,4.892453700000001,0.0,43.5,222.4574,239.06602,97.98584,0.937077516945776,41.389000986072,26.798784,10.462769,43.37224197,1.1808156147822,33.3,7.292265772819519,5.67708349,-13.815510999999999,5.5916476,10.42736301369863,41.13915671232873,107.33333999999999,79.64874268,76.71685791,8.768116,7.66804981,7.67531776,83.26891327,44.99501419,89879.0,14.285715099999999,48085030403,33.162440000000004,-96.81201999999999
20,123419,48085030404,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1630,4.2485852,0.92517638,11.9,212.10097000000002,235.44847000000001,96.436821,0.6539894774068106,41.83284388571,28.865425,5.5704346,52.69908905,0.0,50.1,9.58504283428192,0.0,-13.815510999999999,6.5685720000000005,10.09942863013698,42.220018326027386,124.0,89.37345123,86.80258179000002,10.73170757,13.03580856,3.87004328,86.33540343999998,66.35958862,104461.0,32.81437302,48085030404,33.14586,-96.79396
21,123420,48085030404,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1391,4.9287281,0.61879742,100.0,228.48425,241.36407000000003,97.98584,0.9586644653970556,41.0665614242126,32.175438,13.923429,49.72934723,2.5755854053427996,50.1,9.58504283428192,4.0745553999999995,-13.815510999999999,5.573430999999999,10.4557495890411,41.0053780821918,107.33333999999999,92.80548859,83.08473205999998,10.85084343,4.87804842,5.73881626,87.70899200000001,60.21638489,110653.0,21.23995399,48085030404,33.14586,-96.79396
22,123421,48085030405,2010,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1086,4.3902807,1.5756294,33.5,215.49603,246.26065,96.779037,0.6489072504663471,41.855580088380606,21.106884,5.3379579,45.06612396,2.3848736,48.5,9.52091121673584,4.0226922,-13.815510999999999,6.6803565,10.127519032876721,42.136971561643854,124.0,85.40009308000002,88.03827667,3.51837397,8.18908119,1.02095652,33.85276794,41.51222992,63095.0,35.5244751,48085030405,33.131,-96.79703
23,123422,48085030405,2015,1.0,19100.0,"Dallas-Fort Worth-Arlington, TX Metro Area",48085,48,TX,1089,5.0052962,1.3148438,81.8,233.8102,252.4064,97.98584,0.9247954386928796,41.034848274531704,23.179394,21.382914000000003,50.01478958,0.09376724789799999,48.5,9.52091121673584,6.88259077,-13.815510999999999,5.6288656999999995,10.478586301369859,40.9168153424657,107.33333999999999,90.8705368,82.2749176,7.53711462,4.0490799,1.54589367,42.65700531,52.36958694,71809.0,26.93370247,48085030405,33.131,-96.79703
